,resnum,native_ss,pre_ss,native_rsa,pre_rsa,Target
95,195,1,1,4.4,0,T1032
96,196,0,1,0.0,0,T1032
97,197,0,0,16.7,10,T1032
98,198,0,0,68.5,15,T1032
99,199,0,0,16.8,0,T1032
100,200,2,1,11.3,0,T1032
101,201,1,1,68.5,25,T1032
102,202,2,2,10.0,5,T1032
103,203,2,2,49.8,40,T1032
104,204,2,2,91.9,55,T1032
105,205,2,2,74.6,50,T1032
106,206,2,0,27.7,35,T1032
107,207,2,0,67.0,50,T1032
108,208,0,0,62.8,20,T1032
109,209,0,0,21.2,0,T1032
110,210,0,0,51.7,25,T1032
111,211,0,0,49.2,20,T1032
112,212,0,0,23.9,0,T1032
113,213,0,0,0.1,0,T1032
114,214,0,0,26.0,10,T1032
115,215,0,0,13.3,5,T1032
116,216,0,0,13.4,0,T1032
117,217,0,0,3.7,0,T1032
118,218,2,2,12.2,10,T1032
119,219,2,2,38.3,20,T1032
120,220,2,1,4.5,0,T1032
121,221,1,1,0.0,0,T1032
122,222,1,1,0.0,0,T1032
123,223,1,1,0.0,0,T1032
124,224,2,2,32.3,25,T1032
125,225,2,2,32.5,30,T1032
126,226,0,0,28.2,10,T1032
127,227,0,0,81.5,50,T1032
128,228,0,0,4.5,35,T1032
129,229,0,0,0.0,0,T1032
130,230,0,0,38.6,25,T1032
131,231,0,0,32.3,40,T1032
132,232,0,0,0.0,0,T1032
133,233,0,0,15.8,5,T1032
134,234,0,0,70.4,45,T1032
135,235,0,0,19.6,30,T1032
136,236,0,0,0.0,0,T1032
137,237,0,0,53.5,10,T1032
138,238,2,0,67.8,40,T1032
139,239,2,2,34.3,20,T1032
140,240,2,2,27.9,10,T1032
141,241,2,2,94.6,25,T1032
142,242,2,2,5.4,0,T1032
143,243,2,2,18.3,0,T1032
144,244,2,1,14.6,5,T1032
145,245,1,1,0.0,0,T1032
146,246,1,1,0.0,0,T1032
147,247,1,1,0.0,5,T1032
148,248,2,2,16.0,30,T1032
149,249,2,2,53.0,35,T1032
150,250,2,2,1.3,15,T1032
151,251,1,2,17.0,40,T1032
152,252,1,1,1.1,20,T1032
153,253,1,1,0.8,0,T1032
154,254,2,1,31.7,30,T1032
155,255,2,2,56.0,20,T1032
156,256,2,2,65.1,50,T1032
157,257,2,2,32.4,20,T1032
158,258,2,2,67.7,50,T1032
159,259,1,2,53.1,15,T1032
160,260,2,2,51.6,35,T1032
161,261,2,2,55.4,30,T1032
162,262,0,2,91.6,35,T1032
163,263,0,2,68.8,45,T1032
164,264,0,2,6.1,25,T1032
165,265,1,2,45.3,45,T1032
166,266,2,2,6.5,10,T1032
167,267,2,2,53.8,20,T1032
168,268,2,2,95.4,35,T1032
169,269,2,0,78.7,20,T1032
0,1,2,2,101.8,85,T1033
1,2,2,2,12.0,40,T1033
2,3,2,2,77.1,50,T1033
3,4,2,2,26.1,45,T1033
4,5,2,2,4.5,20,T1033
5,6,2,2,84.4,45,T1033
6,7,2,2,32.1,35,T1033
7,8,2,2,105.4,45,T1033
8,9,2,2,62.8,55,T1033
9,10,0,0,34.6,15,T1033
10,11,0,0,72.4,40,T1033
11,12,0,0,47.8,55,T1033
12,13,0,0,17.4,40,T1033
13,14,0,0,13.1,5,T1033
14,15,0,0,56.2,50,T1033
15,16,0,0,69.1,55,T1033
16,17,0,0,8.8,5,T1033
17,18,0,0,6.0,30,T1033
18,19,0,0,44.0,55,T1033
19,20,0,0,56.0,40,T1033
20,21,0,0,0.0,0,T1033
21,22,0,0,3.5,20,T1033
22,23,0,0,58.1,15,T1033
23,24,0,0,17.8,15,T1033
24,25,0,0,0.0,0,T1033
25,26,0,0,48.6,15,T1033
26,27,0,0,52.0,25,T1033
27,28,0,2,54.4,45,T1033
28,29,0,2,29.0,35,T1033
29,30,0,2,3.1,10,T1033
30,31,2,2,60.3,35,T1033
31,32,2,2,90.6,50,T1033
32,33,2,2,40.2,40,T1033
33,34,2,0,25.7,15,T1033
34,35,2,0,73.4,50,T1033
35,36,2,0,63.4,45,T1033
36,37,2,0,9.3,15,T1033
37,38,2,0,38.7,45,T1033
38,39,2,0,29.7,45,T1033
39,40,2,2,73.3,15,T1033
40,41,2,0,67.3,50,T1033
41,42,2,0,7.5,20,T1033
42,43,2,0,53.7,40,T1033
43,44,0,0,10.1,10,T1033
44,45,0,0,38.2,40,T1033
45,46,0,0,66.3,45,T1033
46,47,0,0,10.6,35,T1033
47,48,0,0,0.0,0,T1033
48,49,0,0,40.0,35,T1033
49,50,0,0,34.2,50,T1033
50,51,0,0,16.1,10,T1033
51,52,0,0,1.2,15,T1033
52,53,0,0,64.3,60,T1033
53,54,0,2,46.3,55,T1033
54,55,0,2,24.4,40,T1033
55,56,0,2,24.5,60,T1033
56,57,0,2,49.6,35,T1033
57,58,0,0,64.6,35,T1033
58,59,0,0,16.6,10,T1033
59,60,0,0,34.2,40,T1033
60,61,0,0,55.8,35,T1033
61,62,0,0,43.3,0,T1033
62,63,0,0,20.7,15,T1033
63,64,0,0,65.3,50,T1033
64,65,0,0,90.0,45,T1033
65,66,2,2,62.3,10,T1033
66,67,2,2,65.2,45,T1033
67,68,2,2,27.6,40,T1033
68,69,0,2,62.5,50,T1033
69,70,0,2,69.4,45,T1033
70,71,0,0,21.7,5,T1033
71,72,0,0,38.6,50,T1033
72,73,0,0,63.9,50,T1033
73,74,0,0,42.2,0,T1033
74,75,0,0,7.5,10,T1033
75,76,0,0,55.7,50,T1033
76,77,0,0,36.9,15,T1033
77,78,0,0,20.1,10,T1033
78,79,0,0,39.5,45,T1033
79,80,0,0,28.6,40,T1033
80,81,0,0,5.2,5,T1033
81,82,0,0,38.0,50,T1033
82,83,0,0,62.1,60,T1033
83,84,0,0,5.1,25,T1033
84,85,0,2,12.8,30,T1033
85,86,0,0,58.2,55,T1033
86,87,0,0,24.3,50,T1033
87,88,0,0,0.0,10,T1033
88,89,0,0,26.7,35,T1033
89,90,0,0,61.2,45,T1033
90,91,0,0,39.8,45,T1033
91,92,0,0,0.0,5,T1033
92,93,0,0,44.3,20,T1033
93,94,0,0,58.7,50,T1033
94,95,0,0,37.1,20,T1033
95,96,0,0,11.3,15,T1033
96,97,0,2,45.8,45,T1033
97,98,0,2,74.5,60,T1033
98,99,2,2,62.1,70,T1033
99,100,2,2,69.3,90,T1033
0,1,0,2,90.4,90,T1035
1,2,0,2,56.0,60,T1035
2,3,0,0,11.3,15,T1035
3,4,0,0,60.4,45,T1035
4,5,0,0,57.5,15,T1035
5,6,0,0,11.0,0,T1035
6,7,0,0,0.1,5,T1035
7,8,0,0,23.7,35,T1035
8,9,2,0,60.7,10,T1035
9,10,1,2,0.4,5,T1035
10,11,1,2,18.0,35,T1035
11,12,2,2,45.2,45,T1035
12,13,1,2,31.7,5,T1035
13,14,1,2,30.5,35,T1035
14,15,2,2,106.3,50,T1035
15,16,2,2,89.5,10,T1035
16,17,2,2,65.4,45,T1035
17,18,2,2,34.4,45,T1035
18,19,1,2,65.8,35,T1035
19,20,1,2,51.1,40,T1035
20,21,2,2,19.3,35,T1035
21,22,1,0,54.1,10,T1035
22,23,2,0,22.4,30,T1035
23,24,2,0,87.4,45,T1035
24,25,2,0,95.4,20,T1035
25,26,2,2,83.0,10,T1035
26,27,2,2,78.4,45,T1035
27,28,2,2,72.1,45,T1035
28,29,1,2,44.2,35,T1035
29,30,2,2,40.8,20,T1035
30,31,1,2,45.2,5,T1035
31,32,1,2,19.7,35,T1035
32,33,2,2,48.2,20,T1035
33,34,0,0,27.3,5,T1035
34,35,0,0,72.2,30,T1035
35,36,0,0,38.0,35,T1035
36,37,0,0,0.1,5,T1035
37,38,0,0,32.2,15,T1035
38,39,0,0,51.6,45,T1035
39,40,0,0,21.1,35,T1035
40,41,0,0,0.0,0,T1035
41,42,0,0,32.1,15,T1035
42,43,0,0,82.8,50,T1035
43,44,0,0,29.6,10,T1035
44,45,0,0,0.3,5,T1035
45,46,2,0,29.0,35,T1035
46,47,2,0,94.5,45,T1035
47,48,2,0,24.6,5,T1035
48,49,2,0,45.8,25,T1035
49,50,2,0,54.3,30,T1035
50,51,1,0,53.1,5,T1035
51,52,1,0,83.4,25,T1035
52,53,1,0,57.1,5,T1035
53,54,2,0,94.5,35,T1035
54,55,2,0,97.2,35,T1035
55,56,1,0,70.2,40,T1035
56,57,1,0,80.7,5,T1035
57,58,1,0,25.2,15,T1035
58,59,2,0,60.0,40,T1035
59,60,0,0,3.4,5,T1035
60,61,0,0,8.8,0,T1035
61,62,0,0,36.4,25,T1035
62,63,0,0,25.5,30,T1035
63,64,0,0,0.2,10,T1035
64,65,0,0,22.6,20,T1035
65,66,0,0,61.4,50,T1035
66,67,0,0,41.8,35,T1035
67,68,0,0,0.0,0,T1035
68,69,0,0,51.9,50,T1035
69,70,0,0,60.7,50,T1035
70,71,0,0,10.7,5,T1035
71,72,0,0,8.4,40,T1035
72,73,0,0,70.5,55,T1035
73,74,0,0,89.3,10,T1035
74,75,2,0,48.3,50,T1035
75,76,0,0,42.4,60,T1035
76,77,0,0,6.8,40,T1035
77,78,0,0,0.1,5,T1035
78,79,0,0,58.9,45,T1035
79,80,0,0,30.8,45,T1035
80,81,0,0,0.0,5,T1035
81,82,0,0,14.4,15,T1035
82,83,0,0,66.9,45,T1035
83,84,0,0,27.0,5,T1035
84,85,0,0,1.0,5,T1035
85,86,0,0,58.8,45,T1035
86,87,0,0,75.3,35,T1035
87,88,2,0,19.9,15,T1035
88,89,2,0,52.8,50,T1035
89,90,0,0,62.0,55,T1035
90,91,0,0,69.2,45,T1035
91,92,0,0,33.7,50,T1035
92,93,0,2,22.4,50,T1035
93,94,0,2,53.6,45,T1035
94,95,0,0,36.1,50,T1035
95,96,0,0,0.6,15,T1035
96,97,0,0,8.9,15,T1035
97,98,0,0,64.6,40,T1035
98,99,0,0,32.9,20,T1035
99,100,0,0,0.5,25,T1035
100,101,2,2,31.9,40,T1035
101,102,2,2,71.1,70,T1035
0,1,2,2,115.9,95,T1036s1
1,2,2,2,70.8,70,T1036s1
2,3,2,2,37.4,30,T1036s1
3,4,2,2,43.0,50,T1036s1
4,5,2,1,7.8,5,T1036s1
5,6,1,1,23.3,30,T1036s1
6,7,2,1,16.8,0,T1036s1
7,8,2,2,17.4,0,T1036s1
8,9,2,2,40.4,25,T1036s1
9,10,2,2,82.1,20,T1036s1
10,11,2,2,9.8,35,T1036s1
11,12,2,2,63.8,45,T1036s1
12,13,2,2,46.3,30,T1036s1
13,14,2,2,84.4,15,T1036s1
14,15,2,2,49.6,35,T1036s1
15,16,1,1,52.2,0,T1036s1
16,17,1,1,39.8,0,T1036s1
17,18,2,2,70.7,25,T1036s1
18,19,2,2,20.6,5,T1036s1
19,20,2,2,61.2,45,T1036s1
20,21,2,2,54.2,45,T1036s1
21,22,2,2,58.7,60,T1036s1
22,23,2,2,72.4,30,T1036s1
23,24,2,2,90.0,55,T1036s1
24,25,2,2,30.7,10,T1036s1
25,26,2,2,59.9,40,T1036s1
26,27,2,2,82.2,65,T1036s1
27,28,2,2,54.5,25,T1036s1
28,29,2,2,89.8,55,T1036s1
29,30,2,2,45.7,60,T1036s1
30,31,2,2,85.7,60,T1036s1
31,32,2,2,55.0,55,T1036s1
32,33,2,2,85.9,55,T1036s1
33,34,2,2,64.0,20,T1036s1
34,35,1,1,25.8,50,T1036s1
35,36,1,2,22.3,20,T1036s1
36,37,1,1,2.5,0,T1036s1
37,38,1,1,0.0,0,T1036s1
38,39,1,1,0.0,0,T1036s1
39,40,1,1,0.0,0,T1036s1
40,41,1,1,0.0,0,T1036s1
41,42,1,1,0.1,0,T1036s1
42,43,1,1,36.4,20,T1036s1
43,44,1,1,20.3,40,T1036s1
44,45,2,2,38.0,25,T1036s1
45,46,2,2,87.2,0,T1036s1
46,47,2,2,51.9,15,T1036s1
47,48,2,2,9.9,15,T1036s1
48,49,1,1,12.8,10,T1036s1
49,50,1,1,57.1,30,T1036s1
50,51,1,1,11.4,0,T1036s1
51,52,1,1,53.7,35,T1036s1
52,53,1,1,0.9,0,T1036s1
53,54,1,1,0.5,15,T1036s1
54,55,1,1,0.0,20,T1036s1
55,56,1,1,1.8,0,T1036s1
56,57,1,1,8.8,15,T1036s1
57,58,1,1,0.8,25,T1036s1
58,59,1,1,26.2,15,T1036s1
59,60,1,1,1.2,0,T1036s1
60,61,1,1,9.5,5,T1036s1
61,62,1,1,25.4,0,T1036s1
62,63,1,1,3.4,5,T1036s1
63,64,1,1,18.3,10,T1036s1
64,65,1,1,0.2,0,T1036s1
65,66,1,1,28.6,0,T1036s1
66,67,1,1,5.3,20,T1036s1
67,68,2,2,10.8,15,T1036s1
68,69,2,2,96.7,5,T1036s1
69,70,2,2,92.1,10,T1036s1
70,71,2,2,54.6,15,T1036s1
71,72,1,1,50.4,20,T1036s1
72,73,1,1,50.3,10,T1036s1
73,74,1,1,50.7,0,T1036s1
74,75,1,1,44.1,5,T1036s1
75,76,1,1,57.3,25,T1036s1
76,77,1,1,57.8,35,T1036s1
77,78,1,1,52.9,15,T1036s1
78,79,1,1,52.0,35,T1036s1
79,80,1,1,11.9,40,T1036s1
80,81,1,1,30.2,35,T1036s1
81,82,1,1,0.0,10,T1036s1
82,83,1,1,9.9,15,T1036s1
83,84,2,2,0.0,0,T1036s1
84,85,2,2,35.1,25,T1036s1
85,86,0,0,10.2,15,T1036s1
86,87,0,0,57.9,20,T1036s1
87,88,0,0,19.0,15,T1036s1
88,89,0,0,0.0,0,T1036s1
89,90,0,0,12.6,10,T1036s1
90,91,0,0,54.9,40,T1036s1
91,92,0,0,16.6,20,T1036s1
92,93,0,0,0.6,0,T1036s1
93,94,0,0,7.0,25,T1036s1
94,95,0,0,57.6,35,T1036s1
95,96,0,0,68.3,35,T1036s1
96,97,2,2,7.3,10,T1036s1
97,98,1,1,40.7,25,T1036s1
98,99,1,1,0.3,0,T1036s1
99,100,1,1,17.0,15,T1036s1
100,101,2,2,7.2,15,T1036s1
101,102,1,1,24.3,25,T1036s1
102,103,1,1,0.0,0,T1036s1
103,104,1,1,33.5,30,T1036s1
104,105,1,1,10.2,15,T1036s1
105,106,1,1,54.9,15,T1036s1
106,107,1,1,18.0,25,T1036s1
107,108,2,2,92.9,40,T1036s1
108,109,2,2,101.9,35,T1036s1
109,110,1,1,68.1,10,T1036s1
110,111,1,1,82.0,20,T1036s1
111,112,1,1,33.6,5,T1036s1
112,113,1,1,47.5,5,T1036s1
113,114,1,1,11.4,0,T1036s1
114,115,1,1,33.1,5,T1036s1
115,116,0,0,9.2,10,T1036s1
116,117,0,0,32.2,40,T1036s1
117,118,0,0,57.2,25,T1036s1
118,119,2,2,57.9,55,T1036s1
119,120,2,2,88.1,45,T1036s1
120,121,2,2,46.0,50,T1036s1
121,122,2,2,57.9,40,T1036s1
122,123,1,1,50.3,45,T1036s1
123,124,1,1,23.7,0,T1036s1
124,125,1,1,50.0,30,T1036s1
125,126,2,2,6.3,0,T1036s1
126,127,1,1,58.8,20,T1036s1
127,128,1,1,37.4,20,T1036s1
128,129,2,2,23.5,15,T1036s1
129,130,2,2,86.0,50,T1036s1
130,131,2,2,80.5,25,T1036s1
131,132,2,2,26.7,30,T1036s1
132,133,2,2,59.2,15,T1036s1
133,134,2,2,90.0,55,T1036s1
134,135,2,2,76.8,30,T1036s1
135,136,2,2,68.0,5,T1036s1
136,137,1,2,33.8,20,T1036s1
137,138,1,1,19.8,10,T1036s1
138,139,1,1,5.2,10,T1036s1
139,140,1,1,18.8,10,T1036s1
140,141,2,2,11.5,5,T1036s1
141,142,2,2,12.5,10,T1036s1
142,143,2,2,96.1,55,T1036s1
143,144,2,2,76.6,30,T1036s1
144,145,2,2,52.0,25,T1036s1
145,146,2,2,30.6,15,T1036s1
146,147,2,2,38.5,10,T1036s1
147,148,2,2,20.0,25,T1036s1
148,149,2,2,31.9,10,T1036s1
149,150,2,2,38.1,5,T1036s1
150,151,2,2,68.7,5,T1036s1
151,152,2,2,71.9,0,T1036s1
152,153,2,2,64.8,0,T1036s1
153,154,1,2,47.0,0,T1036s1
154,155,1,1,65.4,10,T1036s1
155,156,1,1,47.5,15,T1036s1
156,157,1,1,52.3,25,T1036s1
157,158,1,1,0.6,15,T1036s1
158,159,1,1,10.8,0,T1036s1
159,160,1,1,3.3,10,T1036s1
160,161,1,1,1.6,0,T1036s1
161,162,1,1,20.5,10,T1036s1
162,163,1,1,1.2,0,T1036s1
163,164,1,1,14.2,15,T1036s1
164,165,1,1,2.3,0,T1036s1
165,166,1,1,23.1,15,T1036s1
166,167,1,1,18.7,20,T1036s1
167,168,1,1,4.3,0,T1036s1
168,169,1,1,59.4,30,T1036s1
169,170,1,1,1.0,5,T1036s1
170,171,1,1,56.1,35,T1036s1
171,172,1,1,1.6,10,T1036s1
172,173,2,2,66.7,50,T1036s1
173,174,2,2,55.1,20,T1036s1
174,175,2,2,53.2,10,T1036s1
175,176,2,2,7.8,5,T1036s1
176,177,2,2,35.4,20,T1036s1
177,178,2,2,25.3,5,T1036s1
178,179,1,1,1.3,0,T1036s1
179,180,1,1,23.5,0,T1036s1
180,181,1,1,7.7,0,T1036s1
181,182,2,2,68.1,0,T1036s1
182,183,2,2,37.4,5,T1036s1
183,184,2,2,76.1,10,T1036s1
184,185,1,2,19.7,10,T1036s1
185,186,1,1,50.6,0,T1036s1
186,187,1,1,0.1,0,T1036s1
187,188,2,2,47.4,10,T1036s1
188,189,1,1,0.5,0,T1036s1
189,190,2,2,0.2,0,T1036s1
190,191,2,2,2.7,0,T1036s1
191,192,2,2,1.5,0,T1036s1
192,193,2,2,4.2,10,T1036s1
193,194,2,2,0.2,40,T1036s1
194,195,2,2,48.4,35,T1036s1
195,196,2,2,43.9,50,T1036s1
196,197,2,2,59.3,55,T1036s1
197,198,2,2,34.7,55,T1036s1
198,199,0,0,6.1,45,T1036s1
199,200,0,0,59.5,50,T1036s1
200,201,0,0,74.2,50,T1036s1
201,202,2,2,29.7,50,T1036s1
202,203,2,2,41.4,40,T1036s1
203,204,1,1,28.6,20,T1036s1
204,205,2,2,67.9,50,T1036s1
205,206,2,2,20.2,40,T1036s1
206,207,2,2,53.8,35,T1036s1
207,208,2,0,53.7,20,T1036s1
208,209,2,0,84.7,35,T1036s1
209,210,2,0,36.2,30,T1036s1
210,211,1,1,5.4,0,T1036s1
211,212,1,1,31.0,30,T1036s1
212,213,1,1,11.3,10,T1036s1
213,214,1,1,30.4,10,T1036s1
214,215,1,1,54.1,40,T1036s1
215,216,1,1,55.5,40,T1036s1
216,217,1,1,12.9,5,T1036s1
217,218,2,2,43.2,35,T1036s1
218,219,2,2,15.7,15,T1036s1
219,220,1,1,11.9,20,T1036s1
220,221,1,2,29.1,40,T1036s1
221,222,2,2,11.5,25,T1036s1
222,223,2,2,46.6,45,T1036s1
223,224,2,2,68.7,50,T1036s1
224,225,2,2,67.6,45,T1036s1
225,226,1,2,47.2,50,T1036s1
226,227,1,2,44.0,45,T1036s1
227,228,2,2,39.7,45,T1036s1
228,229,2,2,75.6,55,T1036s1
229,230,2,2,55.7,55,T1036s1
230,231,1,1,37.4,35,T1036s1
231,232,1,1,16.1,35,T1036s1
232,233,1,1,2.4,15,T1036s1
233,234,1,1,0.0,5,T1036s1
234,235,1,1,0.0,0,T1036s1
235,236,1,1,0.0,0,T1036s1
236,237,1,1,15.7,35,T1036s1
237,238,1,2,13.6,35,T1036s1
238,239,2,2,40.6,45,T1036s1
239,240,2,2,41.1,35,T1036s1
240,241,1,2,0.7,5,T1036s1
241,242,1,1,0.0,0,T1036s1
242,243,1,1,0.0,0,T1036s1
243,244,1,1,0.0,0,T1036s1
244,245,1,1,0.5,0,T1036s1
245,246,1,1,41.7,30,T1036s1
246,247,2,2,10.3,5,T1036s1
247,248,2,2,47.2,30,T1036s1
248,249,2,2,25.8,55,T1036s1
249,250,0,0,28.8,50,T1036s1
250,251,0,0,56.8,45,T1036s1
251,252,0,0,65.1,45,T1036s1
252,253,2,0,39.4,30,T1036s1
253,254,2,2,2.9,20,T1036s1
254,255,2,2,15.3,0,T1036s1
255,256,2,2,10.6,35,T1036s1
256,257,1,1,2.9,5,T1036s1
257,258,1,1,36.7,25,T1036s1
258,259,1,1,36.2,30,T1036s1
259,260,1,1,25.4,0,T1036s1
260,261,1,1,45.3,40,T1036s1
261,262,1,1,31.3,50,T1036s1
262,263,1,1,1.9,5,T1036s1
263,264,1,2,33.3,40,T1036s1
264,265,1,2,17.6,45,T1036s1
265,266,1,1,1.6,0,T1036s1
266,267,1,1,33.9,0,T1036s1
267,268,1,1,11.9,20,T1036s1
268,269,1,1,11.7,25,T1036s1
269,270,2,1,50.6,45,T1036s1
270,271,2,2,22.7,25,T1036s1
271,272,2,2,86.7,55,T1036s1
272,273,2,2,90.7,45,T1036s1
273,274,1,1,29.3,20,T1036s1
274,275,1,1,13.7,0,T1036s1
275,276,1,1,19.2,15,T1036s1
276,277,1,1,0.0,0,T1036s1
277,278,1,1,23.3,0,T1036s1
278,279,1,1,0.0,0,T1036s1
279,280,2,2,66.7,40,T1036s1
280,281,2,2,63.3,40,T1036s1
281,282,2,2,19.1,0,T1036s1
282,283,2,2,35.7,10,T1036s1
283,284,1,1,2.6,0,T1036s1
284,285,1,1,2.1,5,T1036s1
285,286,1,1,1.1,0,T1036s1
286,287,1,1,9.4,10,T1036s1
287,288,1,1,3.5,10,T1036s1
288,289,1,1,31.5,50,T1036s1
289,290,2,2,42.9,50,T1036s1
290,291,2,2,70.0,50,T1036s1
291,292,2,2,50.7,55,T1036s1
292,293,2,2,8.8,15,T1036s1
293,294,2,2,55.7,50,T1036s1
294,295,2,0,5.1,15,T1036s1
295,296,2,0,75.2,55,T1036s1
296,297,2,0,40.2,35,T1036s1
297,298,1,1,3.1,20,T1036s1
298,299,2,2,37.9,45,T1036s1
299,300,2,2,14.0,25,T1036s1
300,301,2,2,3.6,10,T1036s1
301,302,0,0,53.0,45,T1036s1
302,303,0,0,31.9,0,T1036s1
303,304,0,0,0.1,0,T1036s1
304,305,0,0,32.9,35,T1036s1
305,306,0,0,64.6,45,T1036s1
306,307,0,0,38.0,30,T1036s1
307,308,0,0,0.0,0,T1036s1
308,309,0,0,35.0,35,T1036s1
309,310,0,0,50.2,50,T1036s1
310,311,0,0,7.3,30,T1036s1
311,312,0,0,1.2,0,T1036s1
312,313,0,0,48.4,40,T1036s1
313,314,0,0,52.9,50,T1036s1
314,315,0,0,1.5,20,T1036s1
315,316,0,0,10.8,0,T1036s1
316,317,0,0,58.9,35,T1036s1
317,318,0,0,70.0,50,T1036s1
318,319,0,0,48.8,40,T1036s1
319,320,0,0,10.3,10,T1036s1
320,321,2,2,67.6,45,T1036s1
321,322,2,2,79.8,50,T1036s1
322,323,2,2,47.7,25,T1036s1
323,324,1,1,22.2,20,T1036s1
324,325,1,1,50.0,25,T1036s1
325,326,1,1,43.3,55,T1036s1
326,327,2,2,51.2,45,T1036s1
327,328,2,2,63.0,45,T1036s1
328,329,2,2,65.0,45,T1036s1
329,330,2,2,15.5,10,T1036s1
330,331,1,1,24.3,30,T1036s1
331,332,1,1,12.3,5,T1036s1
332,333,1,1,1.4,0,T1036s1
333,334,1,1,25.1,20,T1036s1
334,335,1,1,5.1,0,T1036s1
335,336,2,2,57.4,30,T1036s1
336,337,2,2,27.4,5,T1036s1
337,338,2,2,13.2,0,T1036s1
338,339,1,1,2.9,0,T1036s1
339,340,1,1,0.0,0,T1036s1
340,341,1,1,0.0,0,T1036s1
341,342,1,1,0.5,0,T1036s1
342,343,1,1,0.0,0,T1036s1
343,344,1,1,2.9,0,T1036s1
344,345,1,1,5.5,5,T1036s1
345,346,1,1,1.9,0,T1036s1
346,347,1,1,52.2,25,T1036s1
347,348,1,1,36.0,25,T1036s1
348,349,2,0,74.4,40,T1036s1
349,350,2,0,115.3,30,T1036s1
350,389,2,2,91.7,50,T1036s1
351,390,1,2,52.8,45,T1036s1
352,391,2,2,45.7,30,T1036s1
353,392,2,2,6.3,10,T1036s1
354,393,2,2,77.7,50,T1036s1
355,394,2,2,17.9,30,T1036s1
356,395,2,2,54.8,25,T1036s1
357,396,2,2,103.9,35,T1036s1
358,397,2,2,42.4,20,T1036s1
359,398,0,2,21.7,0,T1036s1
360,399,0,0,65.1,5,T1036s1
361,400,0,0,39.2,5,T1036s1
362,401,0,0,0.3,0,T1036s1
363,402,0,0,42.3,0,T1036s1
364,403,0,0,70.5,0,T1036s1
365,404,0,0,26.4,5,T1036s1
366,405,0,0,12.4,0,T1036s1
367,406,0,0,46.9,0,T1036s1
368,407,0,0,64.9,10,T1036s1
369,408,0,0,12.8,20,T1036s1
370,409,0,0,60.1,25,T1036s1
371,410,0,0,59.1,0,T1036s1
372,411,0,0,36.5,20,T1036s1
373,412,0,0,63.6,45,T1036s1
374,413,0,0,60.6,15,T1036s1
375,414,0,0,46.1,0,T1036s1
376,415,0,0,36.6,15,T1036s1
377,416,0,0,33.7,40,T1036s1
378,417,0,0,35.5,0,T1036s1
379,418,0,0,59.8,0,T1036s1
380,419,0,0,6.8,40,T1036s1
381,420,0,0,59.5,35,T1036s1
382,421,0,0,63.1,0,T1036s1
383,422,0,0,37.2,0,T1036s1
384,423,0,0,28.3,40,T1036s1
385,424,0,0,50.7,5,T1036s1
386,425,0,0,64.6,0,T1036s1
387,426,0,0,14.4,0,T1036s1
388,427,0,0,59.5,40,T1036s1
389,428,0,0,50.9,35,T1036s1
390,429,0,0,46.4,10,T1036s1
391,430,0,0,31.3,45,T1036s1
392,431,0,0,76.7,35,T1036s1
393,432,0,0,37.6,30,T1036s1
394,433,0,0,29.8,20,T1036s1
395,434,0,0,62.0,35,T1036s1
396,435,0,0,66.4,0,T1036s1
397,436,0,0,33.7,0,T1036s1
398,437,0,0,43.2,40,T1036s1
399,438,0,0,66.3,25,T1036s1
400,439,0,0,50.7,0,T1036s1
401,440,0,0,4.4,15,T1036s1
402,441,0,0,61.6,60,T1036s1
403,442,0,0,75.1,10,T1036s1
404,443,2,2,49.3,40,T1036s1
405,444,0,0,18.2,10,T1036s1
406,445,0,0,24.8,15,T1036s1
407,446,0,0,36.5,5,T1036s1
408,447,0,0,12.5,0,T1036s1
409,448,0,0,3.9,0,T1036s1
410,449,0,0,18.1,0,T1036s1
411,450,0,0,60.8,0,T1036s1
412,451,0,0,48.0,5,T1036s1
413,452,0,0,44.6,10,T1036s1
414,453,2,2,93.3,50,T1036s1
415,454,2,2,48.8,35,T1036s1
416,455,2,2,22.8,50,T1036s1
417,456,1,1,0.7,5,T1036s1
418,457,1,1,27.8,40,T1036s1
419,458,1,1,2.8,0,T1036s1
420,459,1,1,40.8,35,T1036s1
421,460,1,1,35.5,25,T1036s1
422,461,1,2,42.0,5,T1036s1
423,462,2,2,72.3,5,T1036s1
424,463,2,2,101.6,5,T1036s1
425,464,1,2,27.4,0,T1036s1
426,465,1,1,7.7,0,T1036s1
427,466,1,1,0.0,0,T1036s1
428,467,1,1,9.2,0,T1036s1
429,468,1,1,22.0,0,T1036s1
430,469,1,1,60.2,30,T1036s1
431,470,2,2,7.2,0,T1036s1
432,471,2,1,59.9,10,T1036s1
433,472,1,1,62.1,50,T1036s1
434,473,2,1,22.6,5,T1036s1
435,474,2,2,64.1,40,T1036s1
436,475,2,0,68.7,45,T1036s1
437,476,2,0,52.5,55,T1036s1
438,477,1,0,19.4,10,T1036s1
439,478,1,1,50.2,30,T1036s1
440,479,1,1,19.6,20,T1036s1
441,480,1,1,47.5,25,T1036s1
442,481,1,1,25.2,0,T1036s1
443,482,2,2,35.3,25,T1036s1
444,483,2,2,47.4,50,T1036s1
445,484,1,1,32.6,20,T1036s1
446,485,2,2,0.0,0,T1036s1
447,486,1,1,42.1,40,T1036s1
448,487,2,2,21.8,15,T1036s1
