,#,Group,Model,GDT_TS,LDDT,CAD(AA),SG,Target
11,12,KUHHAN,T1056QA104_2,3.565,10.770999999999999,4.456,17.506,T1056
12,13,DAVIS-EMAconsensus,T1056QA433_2,3.719,11.395999999999999,4.7669999999999995,18.156,T1056
13,14,ModFOLD8_cor,T1056QA265_2,3.734,7.276,3.43,14.106,T1056
14,15,VoroMQA-dark,T1056QA002_2,3.734,7.164,2.963,13.755,T1056
15,16,Yang-Server,T1056QA140_2,3.737,11.332,4.621,18.06,T1056
16,17,Yang_TBM,T1056QA460_2,3.747,11.344000000000001,4.631,18.072,T1056
17,18,ProQ3D,T1056QA339_2,4.107,7.69,3.1660000000000004,14.205,T1056
18,19,3DCNN_prof,T1056QA074_2,4.155,5.8420000000000005,3.312,12.568,T1056
19,20,VoroCNN-GEMME,T1056QA406_2,4.186,6.926,3.1069999999999998,13.248,T1056
20,21,BAKER-experimental,T1056QA403_2,4.256,8.709,3.904,15.318,T1056
21,22,LAW,T1056QA138_2,4.277,13.095999999999998,6.022,19.858,T1056
22,23,QMEANDisCo,T1056QA280_2,4.34,5.468999999999999,2.957,12.255,T1056
23,24,MUfoldQA_X,T1056QA248_2,4.711,7.194,4.534,13.595,T1056
24,25,ModFOLD8_rank,T1056QA120_2,4.713,13.716,6.4910000000000005,20.477999999999998,T1056
25,26,P3De,T1056QA257_2,4.902,5.388999999999999,3.372,11.655,T1056
26,27,MESHI_server,T1056QA211_2,4.954,6.127999999999999,4.013999999999999,12.277999999999999,T1056
27,28,RaptorX-QA,T1056QA073_2,4.996,13.088,5.981,19.849,T1056
28,29,UOSHAN,T1056QA409_2,5.178,13.704,6.577999999999999,20.465999999999998,T1056
29,30,MASS,T1056QA317_2,5.417000000000001,14.51,7.285,21.271,T1056
30,31,Bhattacharya-QDeepU,T1056QA199_2,5.471,13.845,6.699,20.590999999999998,T1056
31,32,CAO-SERVER,T1056QA305_2,5.791,13.616,7.166,20.319000000000003,T1056
32,33,MESHI,T1056QA032_2,6.087000000000001,14.824000000000002,7.715,21.684,T1056
33,34,VoroCNN-GDT,T1056QA153_2,6.193,4.053999999999999,4.311,9.843,T1056
34,35,GraphQA,T1056QA210_2,6.223,11.65,6.497000000000001,18.164,T1056
35,36,MESHI_consensus,T1056QA214_2,6.355,15.107999999999999,7.985,21.968000000000004,T1056
36,37,MULTICOM-CLUSTER,T1056QA075_2,6.617000000000001,15.652999999999999,8.427999999999999,22.415,T1056
37,38,VoroMQA-stout,T1056QA000_2,6.684,4.015,5.125,9.367,T1056
38,39,VoroCNN,T1056QA313_2,7.037999999999999,3.319,5.105,9.066,T1056
39,40,angleQA,T1056QA391_2,7.34,10.703,7.119,17.133,T1056
40,41,graph-sh,T1056QA247_2,7.381,3.2710000000000004,5.473,8.956,T1056
41,42,ProQ2,T1056QA067_2,7.446000000000001,14.786,8.432,21.52,T1056
42,43,LamoureuxLab,T1056QA066_2,7.5489999999999995,4.912,5.99,9.392000000000001,T1056
43,44,MESHI_EMA,T1056QA112_2,8.06,5.093,6.481,9.145,T1056
44,45,MULTICOM-CONSTRUCT,T1056QA198_2,8.267999999999999,17.340999999999998,10.116,24.101999999999997,T1056
45,46,tFold-CaT,T1056QA183_2,8.323,3.0610000000000004,6.38,8.272,T1056
46,47,Destini,T1056QA101_2,8.437999999999999,6.441,6.891,9.683,T1056
47,48,bioinsilico_sbi_PAIR,T1056QA185_2,8.667,11.116,8.561,16.708,T1056
48,49,MULTICOM-DEEP,T1056QA252_2,8.765,17.837,10.610999999999999,24.598000000000003,T1056
49,50,EDN,T1056QA203_2,8.814,15.53,9.746,21.959,T1056
50,51,MULTICOM-HYBRID,T1056QA187_2,9.307,18.391,11.165999999999999,25.151999999999997,T1056
51,52,CAO-QA1,T1056QA217_2,9.652999999999999,7.454,8.394,9.318999999999999,T1056
52,53,SBROD,T1056QA085_2,9.976,4.8180000000000005,8.118,6.749,T1056
53,54,MULTICOM-AI,T1056QA275_2,12.019,20.816,13.609000000000002,27.578000000000003,T1056
54,55,MULTICOM-DIST,T1056QA319_2,12.100999999999999,21.244,14.019,28.006,T1056
55,56,tFold,T1056QA238_2,12.765999999999998,5.138999999999999,10.847000000000001,6.391,T1056
56,57,Wallner,T1056QA379_2,12.84,5.031000000000001,10.921,5.947,T1056
57,58,Kiharalab,T1056QA071_2,13.606,22.749000000000002,15.524000000000001,29.511,T1056
58,59,Kiharalab_Z_Server,T1056QA364_2,13.606,22.749000000000002,15.524000000000001,29.511,T1056
59,60,tFold-IDT,T1056QA351_2,14.02,22.894000000000002,15.776,29.655,T1056
60,61,bioinsilico_sbi,T1056QA196_2,16.935,9.806000000000001,15.097999999999999,7.277,T1056
61,62,DeepPotential,T1056QA024_2,17.605999999999998,26.75,19.525,33.512,T1056
62,63,Bhattacharya-Server,T1056QA149_2,19.45,10.747,17.647000000000002,5.542999999999999,T1056
63,64,VoroMQA-light,T1056QA102_2,19.542,10.517999999999999,17.623,4.553999999999999,T1056
64,65,Bhattacharya-QDeep,T1056QA429_2,19.919,29.063000000000002,21.838,35.825,T1056
65,66,Jones-UCL,T1056QA304_2,28.603,37.56,30.381999999999998,44.321000000000005,T1056
66,67,ropius0,T1056QA254_2,36.62,45.763999999999996,38.539,52.525,T1056
0,1,MULTICOM-HYBRID,T1057QA187_2,3.181,11.295,12.208,4.428,T1057
1,2,DeepPotential,T1057QA024_2,3.4189999999999996,11.679,12.64,4.65,T1057
2,3,MESHI_consensus,T1057QA214_2,3.517,10.800999999999998,11.877,4.202,T1057
3,4,UOSHAN,T1057QA409_2,3.574,13.584000000000001,14.546,3.187,T1057
4,5,MULTICOM-AI,T1057QA275_2,3.647,10.556,11.517999999999999,4.4110000000000005,T1057
5,6,MASS,T1057QA317_2,3.7489999999999997,13.83,14.789000000000001,3.285,T1057
6,7,MESHI,T1057QA032_2,3.7910000000000004,10.81,11.857000000000001,4.258,T1057
7,8,tFold-IDT,T1057QA351_2,4.177,11.434000000000001,12.433,4.452,T1057
8,9,ProQ2,T1057QA067_2,4.189,12.616,13.565,3.9930000000000003,T1057
9,10,EMAP_CHAE,T1057QA216_2,4.295,12.219000000000001,13.18,3.9960000000000004,T1057
10,11,DAVIS-EMAconsensus,T1057QA433_2,4.783,9.267000000000001,10.229,6.2139999999999995,T1057
11,12,Yang_TBM,T1057QA460_2,5.072,9.383,10.151,5.611000000000001,T1057
12,13,Yang-Server,T1057QA140_2,5.078,9.381,10.148,5.614,T1057
13,14,MULTICOM-DIST,T1057QA319_2,5.375,10.204,10.833,5.403,T1057
14,15,Bhattacharya-QDeep,T1057QA429_2,5.952000000000001,19.545,20.506999999999998,5.604,T1057
15,16,EDN,T1057QA203_2,6.255,10.366,11.12,5.778,T1057
16,17,ModFOLDclust2,T1057QA035_2,6.432,7.6339999999999995,8.58,7.386,T1057
17,18,MUfoldQA_G,T1057QA446_2,6.685,7.419,8.327,7.712000000000001,T1057
18,19,MESHI_server,T1057QA211_2,6.7170000000000005,7.624,8.468,7.526,T1057
19,20,MULTICOM-CONSTRUCT,T1057QA198_2,6.952999999999999,7.771,8.42,7.562,T1057
20,21,MULTICOM-DEEP,T1057QA252_2,6.968,7.811,8.465,7.472,T1057
21,22,MULTICOM-CLUSTER,T1057QA075_2,7.417999999999999,6.662000000000001,7.593999999999999,8.152999999999999,T1057
22,23,3DCNN_prof,T1057QA074_2,8.227,6.409,7.122000000000001,8.612,T1057
23,24,ModFOLD8_rank,T1057QA120_2,9.557,4.825,5.486000000000001,10.172,T1057
24,25,Kiharalab_Z_Server,T1057QA364_2,9.972999999999999,24.023000000000003,24.985,9.434,T1057
25,26,Kiharalab,T1057QA071_2,9.972999999999999,24.023000000000003,24.985,9.434,T1057
26,27,MUFOLD,T1057QA081_2,10.784,3.903,4.39,11.324000000000002,T1057
27,28,DAVIS-EMAconsensusAL,T1057QA263_2,11.120999999999999,3.989,4.352,11.794,T1057
28,29,LAW,T1057QA138_2,11.385,4.788,4.728,11.985,T1057
29,30,Bhattacharya-QDeepU,T1057QA199_2,11.497,3.3560000000000003,3.6180000000000003,12.038,T1057
30,31,BAKER-ROSETTASERVER,T1057QA209_2,12.231,2.8539999999999996,3.2760000000000002,12.772,T1057
31,32,BAKER-experimental,T1057QA403_2,13.22,3.5780000000000003,3.8689999999999998,13.761,T1057
32,33,angleQA,T1057QA391_2,13.62,5.706,5.845,14.161,T1057
33,34,GraphQA,T1057QA210_2,13.687999999999999,3.5060000000000002,2.667,14.229000000000001,T1057
34,35,Jones-UCL,T1057QA304_2,14.228,28.043000000000003,29.005,13.52,T1057
35,36,ropius0,T1057QA254_2,14.814,28.864,29.825,14.273,T1057
36,37,P3De,T1057QA257_2,14.899000000000001,3.199,1.955,15.44,T1057
37,38,ModFOLD8,T1057QA167_2,15.488,3.824,2.506,16.029,T1057
38,39,Wallner,T1057QA379_2,15.497,3.227,2.338,16.038,T1057
39,40,SASHAN,T1057QA144_2,15.866,4.397,2.716,16.407,T1057
40,41,ModFOLD8_cor,T1057QA265_2,15.946,5.239,4.245,16.495,T1057
41,42,MESHI_EMA,T1057QA112_2,16.317999999999998,4.976,3.55,16.924,T1057
42,43,ProQ3D,T1057QA339_2,16.545,3.968,2.3930000000000002,17.086,T1057
43,44,KUHHAN,T1057QA104_2,17.233,5.305,3.9939999999999998,17.774,T1057
44,45,RaptorX-QA,T1057QA073_2,17.938,5.646,4.177,18.55,T1057
45,46,Destini,T1057QA101_2,18.15,5.385,4.481,18.691,T1057
46,47,bioinsilico_sbi,T1057QA196_2,18.733,8.133,8.011000000000001,19.188,T1057
47,48,VoroMQA-dark,T1057QA002_2,18.926,5.396,3.943,19.467,T1057
48,49,LamoureuxLab,T1057QA066_2,19.073,5.891,4.476,19.614,T1057
49,50,QMEANDisCo,T1057QA280_2,19.230999999999998,5.396,4.292,19.772000000000002,T1057
50,51,bioinsilico_sbi_PAIR,T1057QA185_2,19.281,7.672000000000001,6.602,19.820999999999998,T1057
51,52,VoroCNN-GEMME,T1057QA406_2,20.436,6.803999999999999,5.425,20.976999999999997,T1057
52,53,ProQ4,T1057QA309_2,20.801,7.318,5.79,21.342,T1057
53,54,VoroMQA-stout,T1057QA000_2,20.824,7.064,5.812,21.365,T1057
54,55,CAO-SERVER,T1057QA305_2,22.619,9.73,8.675,23.212,T1057
55,56,tFold-CaT,T1057QA183_2,23.899,10.328,8.887,24.439,T1057
56,57,SBROD,T1057QA085_2,24.406,10.774000000000001,9.479,24.947,T1057
57,58,VoroCNN-GDT,T1057QA153_2,24.406999999999996,10.582,9.395,24.948,T1057
58,59,DIZ,T1057QA325_2,24.486,10.915,9.474,25.026999999999997,T1057
59,60,VoroCNN,T1057QA313_2,25.993000000000002,12.187000000000001,10.981,26.534000000000002,T1057
60,61,Ornate,T1057QA346_2,26.416999999999998,12.571,11.405,26.958000000000002,T1057
61,62,Bhattacharya-Server,T1057QA149_2,29.624000000000002,15.327,14.373,30.351,T1057
62,63,graph-sh,T1057QA247_2,31.71,17.784000000000002,16.698,32.251,T1057
63,64,VoroMQA-light,T1057QA102_2,31.961,17.910999999999998,16.949,32.501999999999995,T1057
64,65,tFold,T1057QA238_2,32.381,18.609,17.37,32.922,T1057
65,66,MUfoldQA_X,T1057QA248_2,32.422,19.118,17.485,32.963,T1057
66,67,CAO-QA1,T1057QA217_2,35.139,21.089000000000002,20.131,35.68,T1057
0,1,MESHI,T1058QA032_2,3.978,5.118,8.618,20.525,T1058
1,2,Wallner,T1058QA379_2,4.001,7.735,12.401,24.272,T1058
2,3,MESHI_consensus,T1058QA214_2,4.008,5.01,8.556000000000001,20.463,T1058
3,4,EMAP_CHAE,T1058QA216_2,4.301,5.557,8.185,19.375999999999998,T1058
4,5,DAVIS-EMAconsensus,T1058QA433_2,4.458,5.568,8.064,19.899,T1058
5,6,MULTICOM-CONSTRUCT,T1058QA198_2,4.59,4.163,7.656000000000001,19.824,T1058
6,7,Bhattacharya-QDeepU,T1058QA199_2,5.091,4.681,8.767999999999999,21.164,T1058
7,8,UOSHAN,T1058QA409_2,5.114,5.693,7.861000000000001,18.083,T1058
8,9,MULTICOM-CLUSTER,T1058QA075_2,5.239,3.9,6.857,18.954,T1058
9,10,3DCNN_prof,T1058QA074_2,5.312,10.49,15.422,27.293000000000003,T1058
10,11,angleQA,T1058QA391_2,5.755,9.806000000000001,14.588,26.459,T1058
11,12,VoroMQA-dark,T1058QA002_2,5.756,4.772,8.366,21.605999999999998,T1058
12,13,RaptorX-QA,T1058QA073_2,5.79,4.902,8.068999999999999,20.518,T1058
13,14,P3De,T1058QA257_2,6.084,3.471,6.966,19.437,T1058
14,15,Destini,T1058QA101_2,6.12,5.707999999999999,9.556000000000001,21.893,T1058
15,16,ModFOLDclust2,T1058QA035_2,6.164,4.997,6.067,17.883,T1058
16,17,Ornate,T1058QA346_2,6.349,7.196000000000001,11.225999999999999,24.284000000000002,T1058
17,18,MASS,T1058QA317_2,6.484,4.802,6.5489999999999995,19.766,T1058
18,19,Kiharalab_Z_Server,T1058QA364_2,6.544,9.506,13.895,26.385,T1058
19,20,Kiharalab,T1058QA071_2,6.544,9.506,13.895,26.385,T1058
20,21,MESHI_server,T1058QA211_2,6.547000000000001,10.364,15.283,27.326999999999998,T1058
21,22,GraphQA,T1058QA210_2,6.597,4.631,6.689,18.644000000000002,T1058
22,23,ModFOLD8_rank,T1058QA120_2,6.63,4.21,6.656000000000001,20.145,T1058
23,24,DIZ,T1058QA325_2,6.7620000000000005,7.039,10.068999999999999,23.546,T1058
24,25,VoroMQA-stout,T1058QA000_2,6.84,8.801,13.245999999999999,26.131999999999998,T1058
25,26,MUfoldQA_G,T1058QA446_2,6.984,5.7989999999999995,6.109,16.488,T1058
26,27,MULTICOM-DEEP,T1058QA252_2,7.028,3.353,4.527,17.307000000000002,T1058
27,28,Yang-Server,T1058QA140_2,7.212999999999999,4.888999999999999,6.7,16.637999999999998,T1058
28,29,Yang_TBM,T1058QA460_2,7.218999999999999,4.891,6.7,16.637999999999998,T1058
29,30,DAVIS-EMAconsensusAL,T1058QA263_2,7.813,13.834000000000001,18.767,30.638,T1058
30,31,ProQ2,T1058QA067_2,7.933,5.202999999999999,8.04,20.176,T1058
31,32,MULTICOM-HYBRID,T1058QA187_2,7.944,4.037,3.86,15.988,T1058
32,33,graph-sh,T1058QA247_2,7.975,10.269,14.799000000000001,27.528000000000002,T1058
33,34,VoroCNN-GEMME,T1058QA406_2,8.247,11.209000000000001,16.118,28.461,T1058
34,35,VoroCNN,T1058QA313_2,8.281,11.152000000000001,15.963,28.436,T1058
35,36,MULTICOM-AI,T1058QA275_2,8.499,4.398,3.4960000000000004,15.205,T1058
36,37,tFold-IDT,T1058QA351_2,8.698,3.583,3.384,15.955,T1058
37,38,ProQ3D,T1058QA339_2,8.96,4.061,3.8080000000000003,15.838,T1058
38,39,CAO-SERVER,T1058QA305_2,9.071,9.479,12.761,25.995,T1058
39,40,MUFOLD,T1058QA081_2,9.132,11.440999999999999,15.610999999999999,28.381,T1058
40,41,BAKER-experimental,T1058QA403_2,9.248,7.702999999999999,9.392000000000001,16.410999999999998,T1058
41,42,VoroCNN-GDT,T1058QA153_2,9.306000000000001,12.832,17.765,30.103,T1058
42,43,ProQ4,T1058QA309_2,9.476,12.639000000000001,17.477,30.076,T1058
43,44,tFold,T1058QA238_2,9.622,13.280999999999999,18.215999999999998,30.476999999999997,T1058
44,45,MULTICOM-DIST,T1058QA319_2,9.645,4.376,2.253,14.557,T1058
45,46,Bhattacharya-Server,T1058QA149_2,9.831,15.485999999999999,20.445999999999998,32.494,T1058
46,47,LAW,T1058QA138_2,10.038,11.55,15.567,28.998,T1058
47,48,QMEANDisCo,T1058QA280_2,10.517999999999999,13.860999999999999,18.75,31.201,T1058
48,49,KUHHAN,T1058QA104_2,11.538,14.720999999999998,19.545,32.077,T1058
49,50,SASHAN,T1058QA144_2,11.538,14.720999999999998,19.545,32.077,T1058
50,51,CAO-QA1,T1058QA217_2,12.437000000000001,9.596,8.501,15.035,T1058
51,52,BAKER-ROSETTASERVER,T1058QA209_2,12.947000000000001,7.023,3.765,11.025,T1058
52,53,SBROD,T1058QA085_2,13.623,19.361,24.349,36.278,T1058
53,54,bioinsilico_sbi,T1058QA196_2,14.009,18.243,23.155,35.369,T1058
54,55,MESHI_EMA,T1058QA112_2,14.962,20.269000000000002,25.307,37.193000000000005,T1058
55,56,DeepPotential,T1058QA024_2,15.099,9.212,5.322,8.939,T1058
56,57,EDN,T1058QA203_2,16.637999999999998,11.026,8.007,8.708,T1058
57,58,LamoureuxLab,T1058QA066_2,17.517,22.883000000000003,27.689,39.841,T1058
58,59,ModFOLD8,T1058QA167_2,18.367,23.923000000000002,28.96,40.904,T1058
59,60,VoroMQA-light,T1058QA102_2,19.555,24.675,29.697,41.63,T1058
60,61,Bhattacharya-QDeep,T1058QA429_2,23.116999999999997,19.917,17.159000000000002,9.122,T1058
61,62,MUfoldQA_X,T1058QA248_2,25.539,31.209,36.246,48.258,T1058
62,63,bioinsilico_sbi_PAIR,T1058QA185_2,27.96,33.486,38.524,50.43899999999999,T1058
63,64,tFold-CaT,T1058QA183_2,28.136999999999997,33.992,39.03,50.901,T1058
64,65,ModFOLD8_cor,T1058QA265_2,29.729,35.611999999999995,40.65,52.521,T1058
65,66,ropius0,T1058QA254_2,42.527,36.611,31.574,19.703,T1058
66,67,Jones-UCL,T1058QA304_2,44.132,38.217,33.179,21.308000000000003,T1058
0,1,DAVIS-EMAconsensus,T1060s2QA433_2,4.102,5.32,9.969,11.341,T1060s2
1,2,ModFOLDclust2,T1060s2QA035_2,4.821000000000001,4.093999999999999,8.49,10.075,T1060s2
2,3,MUfoldQA_G,T1060s2QA446_2,6.172999999999999,4.251,6.112,8.13,T1060s2
3,4,MESHI,T1060s2QA032_2,6.832999999999999,5.257000000000001,6.482,6.202000000000001,T1060s2
4,5,MESHI_consensus,T1060s2QA214_2,6.94,5.1739999999999995,6.224,6.127999999999999,T1060s2
5,6,VoroCNN-GDT,T1060s2QA153_2,7.211,4.216,7.874,11.716,T1060s2
6,7,MESHI_EMA,T1060s2QA112_2,7.312,4.252,7.755,9.809,T1060s2
7,8,VoroCNN,T1060s2QA313_2,7.457999999999999,5.066,8.595,12.786,T1060s2
8,9,CAO-QA1,T1060s2QA217_2,7.694,8.118,12.032,13.183,T1060s2
9,10,EMAP_CHAE,T1060s2QA216_2,7.776,7.556,9.157,6.874,T1060s2
10,11,Ornate,T1060s2QA346_2,7.8,4.968999999999999,6.857,12.215,T1060s2
11,12,P3De,T1060s2QA257_2,7.861000000000001,5.309,9.539,11.47,T1060s2
12,13,Destini,T1060s2QA101_2,8.043,4.8180000000000005,7.622000000000001,9.676,T1060s2
13,14,DAVIS-EMAconsensusAL,T1060s2QA263_2,8.088,12.436,17.598,18.412,T1060s2
14,15,LAW,T1060s2QA138_2,8.097000000000001,6.542000000000001,7.607,13.995,T1060s2
15,16,tFold-CaT,T1060s2QA183_2,8.146,6.801,11.857000000000001,13.395999999999999,T1060s2
16,17,VoroMQA-light,T1060s2QA102_2,8.216000000000001,7.848,12.952,14.662,T1060s2
17,18,ModFOLD8_rank,T1060s2QA120_2,8.337,5.443,9.446,13.193,T1060s2
18,19,MUFOLD,T1060s2QA081_2,8.526,3.885,5.465,8.927999999999999,T1060s2
19,20,VoroMQA-stout,T1060s2QA000_2,8.585,3.4139999999999997,3.991,8.722999999999999,T1060s2
20,21,VoroCNN-GEMME,T1060s2QA406_2,8.955,8.002,12.765999999999998,15.460999999999999,T1060s2
21,22,MULTICOM-CLUSTER,T1060s2QA075_2,8.991,4.035,3.265,6.02,T1060s2
22,23,DIZ,T1060s2QA325_2,9.009,4.8839999999999995,3.9010000000000002,11.186,T1060s2
23,24,Wallner,T1060s2QA379_2,9.011000000000001,13.225,18.514,19.148,T1060s2
24,25,graph-sh,T1060s2QA247_2,9.226,7.669,11.499,15.565999999999999,T1060s2
25,26,BAKER-ROSETTASERVER,T1060s2QA209_2,9.232999999999999,4.126,3.995,7.148,T1060s2
26,27,Bhattacharya-QDeepU,T1060s2QA199_2,9.312999999999999,8.558,13.81,14.724,T1060s2
27,28,ProQ3D,T1060s2QA339_2,9.511000000000001,4.624,5.7170000000000005,8.396,T1060s2
28,29,MASS,T1060s2QA317_2,9.613,4.6339999999999995,3.133,9.443,T1060s2
29,30,QMEANDisCo,T1060s2QA280_2,9.626,8.236,13.229000000000001,14.712,T1060s2
30,31,LamoureuxLab,T1060s2QA066_2,9.679,5.403,5.246,8.227,T1060s2
31,32,SASHAN,T1060s2QA144_2,9.821,12.137,17.347,18.394000000000002,T1060s2
32,33,KUHHAN,T1060s2QA104_2,9.821,12.137,17.347,18.394000000000002,T1060s2
33,34,ProQ4,T1060s2QA309_2,9.869,8.887,13.334000000000001,16.584,T1060s2
34,35,UOSHAN,T1060s2QA409_2,9.919,9.615,10.169,6.412999999999999,T1060s2
35,36,Yang-Server,T1060s2QA140_2,9.954,6.178,7.35,4.702,T1060s2
36,37,Yang_TBM,T1060s2QA460_2,9.964,6.186,7.353,4.692,T1060s2
37,38,VoroMQA-dark,T1060s2QA002_2,10.04,4.948,2.388,8.28,T1060s2
38,39,MULTICOM-CONSTRUCT,T1060s2QA198_2,10.139,4.935,3.7430000000000003,5.412000000000001,T1060s2
39,40,CAO-SERVER,T1060s2QA305_2,10.14,9.066,8.965,15.41,T1060s2
40,41,3DCNN_prof,T1060s2QA074_2,10.357000000000001,12.196,17.6,18.178,T1060s2
41,42,tFold,T1060s2QA238_2,11.093,11.49,16.614,18.39,T1060s2
42,43,ProQ2,T1060s2QA067_2,11.210999999999999,6.602,6.609,7.596,T1060s2
43,44,RaptorX-QA,T1060s2QA073_2,11.300999999999998,5.331,4.257,6.347,T1060s2
44,45,BAKER-experimental,T1060s2QA403_2,11.53,7.044,5.815,7.121,T1060s2
45,46,angleQA,T1060s2QA391_2,11.69,6.586,7.327999999999999,9.574,T1060s2
46,47,MULTICOM-HYBRID,T1060s2QA187_2,12.008,7.489,4.941,4.189,T1060s2
47,48,DeepPotential,T1060s2QA024_2,12.878,8.679,6.507000000000001,4.829,T1060s2
48,49,bioinsilico_sbi,T1060s2QA196_2,13.074000000000002,12.107999999999999,14.869000000000002,17.878,T1060s2
49,50,Bhattacharya-QDeep,T1060s2QA429_2,13.849,16.861,22.279,22.855999999999998,T1060s2
50,51,MULTICOM-AI,T1060s2QA275_2,14.022,9.85,6.381,4.706,T1060s2
51,52,ModFOLD8,T1060s2QA167_2,15.395,19.237000000000002,24.644000000000002,25.238000000000003,T1060s2
52,53,Bhattacharya-Server,T1060s2QA149_2,15.754000000000001,19.867,25.264,25.840999999999998,T1060s2
53,54,GraphQA,T1060s2QA210_2,15.77,10.405999999999999,9.058,7.746,T1060s2
54,55,bioinsilico_sbi_PAIR,T1060s2QA185_2,16.391,12.374,10.53,8.711,T1060s2
55,56,MULTICOM-DEEP,T1060s2QA252_2,16.747,12.345999999999998,7.9879999999999995,6.882000000000001,T1060s2
56,57,SBROD,T1060s2QA085_2,17.322,12.360999999999999,9.804,6.785,T1060s2
57,58,MESHI_server,T1060s2QA211_2,17.869,13.844000000000001,10.619000000000002,7.371,T1060s2
58,59,ModFOLD8_cor,T1060s2QA265_2,18.907,23.0,28.418000000000003,28.999000000000002,T1060s2
59,60,EDN,T1060s2QA203_2,21.193,17.070999999999998,14.294,10.692,T1060s2
60,61,tFold-IDT,T1060s2QA351_2,21.302,16.961,11.814,11.100999999999999,T1060s2
61,62,Kiharalab,T1060s2QA071_2,21.646,18.74,16.397000000000002,13.555,T1060s2
62,63,Kiharalab_Z_Server,T1060s2QA364_2,21.646,18.74,16.397000000000002,13.555,T1060s2
63,64,MULTICOM-DIST,T1060s2QA319_2,22.425,18.320999999999998,13.484000000000002,12.302999999999999,T1060s2
64,65,MUfoldQA_X,T1060s2QA248_2,24.362,28.429000000000002,33.847,34.424,T1060s2
65,66,Jones-UCL,T1060s2QA304_2,41.361999999999995,37.27,31.916,31.274,T1060s2
66,67,ropius0,T1060s2QA254_2,43.665,39.573,34.155,33.578,T1060s2
0,1,BAKER-ROSETTASERVER,T1060s3QA209_2,2.641,4.607,3.574,12.517000000000001,T1060s3
1,2,DAVIS-EMAconsensusAL,T1060s3QA263_2,2.812,2.886,3.0010000000000003,15.815,T1060s3
2,3,Wallner,T1060s3QA379_2,2.825,5.13,4.837,13.255999999999998,T1060s3
3,4,MASS,T1060s3QA317_2,3.0580000000000003,3.529,2.013,14.196,T1060s3
4,5,ModFOLD8_rank,T1060s3QA120_2,3.0589999999999997,2.206,1.161,15.231,T1060s3
5,6,MUFOLD,T1060s3QA081_2,3.114,4.055,2.638,13.45,T1060s3
6,7,Bhattacharya-QDeep,T1060s3QA429_2,3.208,3.431,2.766,14.353,T1060s3
7,8,BAKER-experimental,T1060s3QA403_2,4.0,5.943,5.245,12.368,T1060s3
8,9,MESHI_server,T1060s3QA211_2,4.005,2.386,2.889,17.014,T1060s3
9,10,CAO-QA1,T1060s3QA217_2,4.293,4.54,4.462,15.205,T1060s3
10,11,VoroMQA-dark,T1060s3QA002_2,4.591,2.117,2.926,17.456,T1060s3
11,12,ProQ3D,T1060s3QA339_2,5.05,3.199,3.9930000000000003,18.026,T1060s3
12,13,LAW,T1060s3QA138_2,5.112,3.0580000000000003,3.6,17.99,T1060s3
13,14,ProQ2,T1060s3QA067_2,5.787999999999999,8.304,6.962999999999999,9.311,T1060s3
14,15,bioinsilico_sbi_PAIR,T1060s3QA185_2,5.856,5.332000000000001,5.461,15.707,T1060s3
15,16,GraphQA,T1060s3QA210_2,6.792999999999999,4.274,5.792999999999999,20.445999999999998,T1060s3
16,17,VoroMQA-stout,T1060s3QA000_2,7.086,4.075,5.731,20.498,T1060s3
17,18,LamoureuxLab,T1060s3QA066_2,7.309,4.8180000000000005,6.096,20.599,T1060s3
18,19,P3De,T1060s3QA257_2,7.455,4.512,6.122000000000001,20.96,T1060s3
19,20,RaptorX-QA,T1060s3QA073_2,7.761,4.982,6.284,21.086,T1060s3
20,21,ModFOLDclust2,T1060s3QA035_2,8.225,11.475999999999999,10.036,5.632000000000001,T1060s3
21,22,DAVIS-EMAconsensus,T1060s3QA433_2,8.647,11.937000000000001,10.699000000000002,5.337000000000001,T1060s3
22,23,MUfoldQA_G,T1060s3QA446_2,8.68,11.946,10.398,5.189,T1060s3
23,24,EDN,T1060s3QA203_2,8.919,11.634,10.419,7.624,T1060s3
24,25,MULTICOM-CONSTRUCT,T1060s3QA198_2,9.429,12.687999999999999,10.782,4.531000000000001,T1060s3
25,26,MULTICOM-CLUSTER,T1060s3QA075_2,9.642000000000001,12.904000000000002,10.818,4.39,T1060s3
26,27,DIZ,T1060s3QA325_2,9.68,6.599,8.094,22.951,T1060s3
27,28,MESHI,T1060s3QA032_2,9.775,12.984000000000002,11.475,4.2139999999999995,T1060s3
28,29,MESHI_consensus,T1060s3QA214_2,9.915,13.130999999999998,11.719000000000001,4.098,T1060s3
29,30,angleQA,T1060s3QA391_2,9.946,6.906000000000001,8.855,23.629,T1060s3
30,31,tFold-IDT,T1060s3QA351_2,9.998,13.196,11.062999999999999,6.305,T1060s3
31,32,MULTICOM-DEEP,T1060s3QA252_2,10.168,13.43,11.297,4.438,T1060s3
32,33,Destini,T1060s3QA101_2,10.392999999999999,7.245,8.945,23.785999999999998,T1060s3
33,34,CAO-SERVER,T1060s3QA305_2,10.501,8.141,8.392000000000001,22.909000000000002,T1060s3
34,35,VoroCNN-GDT,T1060s3QA153_2,11.147,7.902,9.831,24.694000000000003,T1060s3
35,36,Kiharalab_Z_Server,T1060s3QA364_2,11.254000000000001,14.515,12.383,4.87,T1060s3
